"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","2","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTasks_WithRemoteDataSourceUnavailable_tasksAreRetrievedFromLocal","getTasks_WithRemoteDataSourceUnavailable_tasksAreRetrievedFromLocal",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","9","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","taskDetailViewModel_taskNotFound","taskDetailViewModel_taskNotFound",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","36","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","activateTask","activateTask",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","8","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","loadActiveTasksFromRepositoryAndLoadIntoView","loadActiveTasksFromRepositoryAndLoadIntoView",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","8","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","loadTasks_error","loadTasks_error",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","6","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","clearCompletedTasks","clearCompletedTasks",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","6","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModelTest","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModelTest","loadEmptyTasksFromRepository_EmptyResults","loadEmptyTasksFromRepository_EmptyResults",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","5","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTasks_WithBothDataSourcesUnavailable_throwsError","getTasks_WithBothDataSourcesUnavailable_throwsError",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","1","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","saveNewTaskToRepository_emptyTitle_error","saveNewTaskToRepository_emptyTitle_error",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","4","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","deleteAllTasks","deleteAllTasks",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","5","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTask_repositoryCachesAfterFirstApiCall","getTask_repositoryCachesAfterFirstApiCall",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","10","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","deleteSingleTask","deleteSingleTask",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","6","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsTest","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsTest","getActiveAndCompletedStats_noActive","getActiveAndCompletedStats_noActive",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","3","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTasks_repositoryCachesAfterFirstApiCall","getTasks_repositoryCachesAfterFirstApiCall",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","125","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModelTest","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModelTest","loadTasks_loading","loadTasks_loading",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","19","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","loadAllTasksFromRepository_loadingTogglesAndDataLoaded","loadAllTasksFromRepository_loadingTogglesAndDataLoaded",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","8","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","showEditResultMessages_editOk_snackbarUpdated","showEditResultMessages_editOk_snackbarUpdated",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","7","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","taskDetailViewModel_repositoryError","taskDetailViewModel_repositoryError",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","1","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","saveNewTaskToRepository_emptyDescription_error","saveNewTaskToRepository_emptyDescription_error",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","163","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTasks_refreshesLocalDataSource","getTasks_refreshesLocalDataSource",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","0","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsTest","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsTest","getActiveAndCompletedStats_both","getActiveAndCompletedStats_both",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","6","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","saveNewTaskToRepository_emptyDescriptionEmptyTitle_error","saveNewTaskToRepository_emptyDescriptionEmptyTitle_error",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","17","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModelTest","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModelTest","loadNonEmptyTasksFromRepository_NonEmptyResults","loadNonEmptyTasksFromRepository_NonEmptyResults",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","6","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","deleteTask","deleteTask",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","1","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsTest","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsTest","getActiveAndCompletedStats_empty","getActiveAndCompletedStats_empty",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","5","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","saveNewTaskToRepository_showsSuccessMessageUi","saveNewTaskToRepository_showsSuccessMessageUi",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","11","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","clearCompletedTasks_clearsTasks","clearCompletedTasks_clearsTasks",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","3","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","completeTask_completesTaskToServiceAPIUpdatesCache","completeTask_completesTaskToServiceAPIUpdatesCache",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","3","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTask_forceRefresh","getTask_forceRefresh",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","5","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","completeTask_activeTaskToServiceAPIUpdatesCache","completeTask_activeTaskToServiceAPIUpdatesCache",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","4","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","loadTasks_taskShown","loadTasks_taskShown",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","10","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","completeTask","completeTask",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","5","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTasks_emptyRepositoryAndUninitializedCache","getTasks_emptyRepositoryAndUninitializedCache",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","8","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","getActiveTaskFromRepositoryAndLoadIntoView","getActiveTaskFromRepositoryAndLoadIntoView",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","3","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTasks_WithDirtyCache_tasksAreRetrievedFromRemote","getTasks_WithDirtyCache_tasksAreRetrievedFromRemote",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","36","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","showEditResultMessages_deleteOk_snackbarUpdated","showEditResultMessages_deleteOk_snackbarUpdated",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","10","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","loadCompletedTasksFromRepositoryAndLoadIntoView","loadCompletedTasksFromRepositoryAndLoadIntoView",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","4","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTasks_WithDirtyCache_remoteUnavailable_throwsException","getTasks_WithDirtyCache_remoteUnavailable_throwsException",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","14","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","getTasks_requestsAllTasksFromRemoteDataSource","getTasks_requestsAllTasksFromRemoteDataSource",""
"passed","Wed Apr 01 08:34:58 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","673","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","","com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModelTest","loadTasks_loading","loadTasks_loading",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","0","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsTest","","com.example.android.architecture.blueprints.todoapp.statistics.StatisticsUtilsTest","getActiveAndCompletedStats_noCompleted","getActiveAndCompletedStats_noCompleted",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","10","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","activateTask_dataAndSnackbarUpdated","activateTask_dataAndSnackbarUpdated",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","11","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","","com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModelTest","loadTask_loading","loadTask_loading",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","8","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","completeTask_dataAndSnackbarUpdated","completeTask_dataAndSnackbarUpdated",""
"passed","Wed Apr 01 08:35:00 UTC 2026","Wed Apr 01 08:35:00 UTC 2026","9","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","","com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelTest","showEditResultMessages_addOk_snackbarUpdated","showEditResultMessages_addOk_snackbarUpdated",""
"passed","Wed Apr 01 08:34:59 UTC 2026","Wed Apr 01 08:34:59 UTC 2026","7","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","","com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepositoryTest","saveTask_savesToLocalAndRemote","saveTask_savesToLocalAndRemote",""
